post_id,fecha_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,jornada,jornada_etiqueta,resultado,rival,condicion,alcance,impresiones,likes,comentarios,compartidos,guardados,interacciones,comentarios_positivos,comentarios_negativos,comentarios_neutros,atipico
P00637,20241112,2024-11-12,Facebook,Patrocinador,Texto,0,,,,,,13649.0,17556.0,40.0,3,2,3.0,48.0,1,0,2,False
P00638,20241112,2024-11-12,Facebook,Entrenamiento,Vídeo corto,0,,,,,,11361.0,15883.0,130.0,10,11,6.0,157.0,5,2,3,False
P00639,20241112,2024-11-12,TikTok,Institucional,Vídeo corto,0,,,,,,8302.5,11724.0,606.0,49,39,41.0,735.0,27,8,14,False
P00640,20241112,2024-11-12,TikTok,Patrocinador,Vídeo corto,0,,,,,,16509.0,22148.0,788.0,50,46,68.0,952.0,25,12,13,False
P00641,20241113,2024-11-13,Instagram,Afición,Carrusel,0,,,,,,24732.0,29937.0,1211.0,108,134,55.0,1508.0,57,23,28,False
P00642,20241113,2024-11-13,X,Entrenamiento,Carrusel,0,,,,,,8737.0,12596.0,126.0,9,10,4.0,149.0,4,2,3,False
P00643,20241113,2024-11-13,Facebook,Entrenamiento,Imagen,0,,,,,,15725.0,24299.0,89.0,4,8,6.0,107.0,2,0,2,False
P00644,20241113,2024-11-13,Facebook,Efeméride,Imagen,0,,,,,,9329.0,14592.0,53.0,3,3,6.0,65.0,1,0,2,False
P00645,20241113,2024-11-13,YouTube,Patrocinador,Vídeo largo,0,,,,,,3004.0,3748.0,52.0,4,5,5.0,66.0,1,1,2,False
P00646,20241114,2024-11-14,Facebook,Patrocinador,Imagen,0,,,,,,7053.0,9017.0,33.0,2,3,1.0,39.0,1,0,1,False
P00647,20241114,2024-11-14,Facebook,Resumen,Carrusel,0,,,,,,13102.0,16269.0,113.0,10,6,9.0,138.0,5,1,4,False
P00648,20241114,2024-11-14,Facebook,Entrenamiento,Vídeo corto,0,,,,,,16629.0,27404.0,169.0,9,10,24.0,212.0,5,1,3,False
P00649,20241114,2024-11-14,TikTok,Entrenamiento,Vídeo corto,0,,,,,,6873.0,10740.0,601.0,45,32,59.0,737.0,29,8,8,False
P00650,20241115,2024-11-15,X,Entrenamiento,Vídeo corto,0,,,,,,29346.0,35581.0,579.0,42,47,12.0,680.0,19,8,15,False
P00651,20241115,2024-11-15,X,Resumen,Vídeo largo,0,,,,,,17389.0,21461.0,335.0,24,19,20.0,398.0,14,4,6,False
P00652,20241115,2024-11-15,Facebook,Cantera,Vídeo corto,0,,,,,,9905.0,11373.0,94.0,6,8,8.0,116.0,3,1,2,False
P00653,20241115,2024-11-15,TikTok,Institucional,Vídeo corto,0,,,,,,7334.0,9487.0,280.0,27,25,20.0,352.0,13,6,8,False
P00654,20241115,2024-11-15,TikTok,Patrocinador,Vídeo corto,0,,,,,,15445.0,20348.0,873.0,72,45,75.0,1065.0,39,16,17,False
P00655,20241115,2024-11-15,TikTok,Institucional,Vídeo corto,0,,,,,,8303.0,12985.0,411.0,37,24,32.0,504.0,19,9,9,False
P00656,20241115,2024-11-15,YouTube,Institucional,Vídeo largo,0,,,,,,4724.0,5400.0,45.0,4,3,6.0,58.0,2,1,1,False
P00657,20241115,2024-11-15,YouTube,Directo,Vídeo corto,0,,,,,,2986.0,4555.0,133.0,9,9,7.0,158.0,4,1,4,False
P00658,20241116,2024-11-16,Instagram,Resumen,Carrusel,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,59857.0,67642.0,4076.0,254,424,18.0,4772.0,100,78,76,False
P00659,20241116,2024-11-16,Instagram,Previa,Vídeo corto,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,16617.0,25981.0,904.0,69,46,51.0,1070.0,26,27,16,False
P00660,20241116,2024-11-16,X,Directo,Imagen,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,15839.0,22752.0,212.0,18,10,17.5,257.5,7,5,6,False
P00661,20241116,2024-11-16,X,Resumen,Imagen,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,20831.0,24654.0,305.0,27,28,21.0,381.0,10,10,7,False
P00662,20241116,2024-11-16,X,Cantera,Vídeo corto,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,12864.0,20909.0,130.0,8,8,19.0,165.0,2,3,3,False
P00663,20241116,2024-11-16,X,Afición,Imagen,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,21648.0,32909.0,367.0,29,40,27.0,463.0,11,7,11,False
P00664,20241116,2024-11-16,X,Afición,Imagen,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,19355.0,25988.0,220.0,12,16,11.0,259.0,5,2,5,False
P00665,20241116,2024-11-16,Facebook,Institucional,Carrusel,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,13846.0,17712.0,86.0,7,6,2.0,101.0,2,1,4,False
P00666,20241116,2024-11-16,Facebook,Efeméride,Imagen,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,19414.0,24502.0,164.0,16,11,13.0,204.0,4,6,6,False
P00667,20241116,2024-11-16,Facebook,Fichajes,Imagen,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,36492.0,54625.0,513.0,27,45,39.0,624.0,10,6,11,False
P00668,20241116,2024-11-16,TikTok,Directo,Vídeo corto,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,7550.0,12332.0,573.0,41,44,27.0,685.0,12,15,14,False
P00669,20241116,2024-11-16,YouTube,Afición,Vídeo largo,1,12.0,J12,Derrota,Sporting de Cabo,Visitante,5583.0,8287.0,94.0,7,7,10.0,118.0,2,2,3,False
P00670,20241117,2024-11-17,X,Cantera,Imagen,0,,,,,,22431.0,26873.0,272.0,24,17,27.0,340.0,15,3,6,False
P00671,20241117,2024-11-17,X,Entrenamiento,Imagen,0,,,,,,16457.0,26001.0,255.0,22,14,31.0,322.0,12,4,6,False
P00672,20241117,2024-11-17,X,Cantera,Texto,0,,,,,,36421.0,56159.0,203.0,10,19,15.0,247.0,5,2,3,False
P00673,20241117,2024-11-17,X,Patrocinador,Imagen,0,,,,,,23703.0,32941.0,113.0,8,8,14.0,143.0,4,1,3,False
P00674,20241117,2024-11-17,Facebook,Patrocinador,Vídeo corto,0,,,,,,16379.0,19432.0,91.0,7,7,4.0,109.0,3,1,3,False
P00675,20241117,2024-11-17,Facebook,Efeméride,Texto,0,,,,,,16487.0,24453.0,101.0,6,6,16.0,129.0,3,1,2,False
P00676,20241117,2024-11-17,Facebook,Afición,Imagen,0,,,,,,17003.5,29984.0,182.0,11,11,14.0,218.0,6,2,3,False
P00677,20241117,2024-11-17,TikTok,Cantera,Vídeo corto,0,,,,,,4386.0,5185.0,242.0,24,18,24.0,308.0,14,5,5,False
P00678,20241118,2024-11-18,Instagram,Patrocinador,Vídeo corto,0,,,,,,19908.0,23038.0,581.0,54,36,71.0,742.0,24,18,12,False
P00679,20241118,2024-11-18,Instagram,Afición,Vídeo corto,0,,,,,,22318.0,33005.0,1446.0,78,108,62.0,1694.0,43,21,14,False
P00680,20241118,2024-11-18,X,Efeméride,Imagen,0,,,,,,47460.0,55930.0,1000.0,86,50,54.0,1190.0,44,24,18,False
P00681,20241118,2024-11-18,X,Patrocinador,Vídeo corto,0,,,,,,13114.0,17244.0,136.0,11,12,0.0,159.0,5,2,4,False
P00682,20241118,2024-11-18,Facebook,Efeméride,Imagen,0,,,,,,13249.0,19129.0,80.0,3,7,4.0,94.0,1,0,2,False
P00683,20241118,2024-11-18,Facebook,Resumen,Vídeo corto,0,,,,,,8661.0,9979.0,145.0,13,13,4.0,175.0,6,2,5,False
P00684,20241118,2024-11-18,TikTok,Fichajes,Vídeo corto,0,,,,,,7781.0,9125.0,831.0,50,86,89.0,1056.0,28,11,11,False
P00685,20241118,2024-11-18,TikTok,Previa,Vídeo corto,0,,,,,,5375.0,7488.0,519.0,46,54,0.0,619.0,24,9,13,False
P00686,20241119,2024-11-19,X,Resumen,Texto,0,,,,,,9450.0,12386.0,163.0,11,11,13.0,198.0,5,2,4,False
P00687,20241119,2024-11-19,Facebook,Institucional,Vídeo corto,0,,,,,,29018.0,38047.0,154.0,8,12,15.0,189.0,5,1,2,False
P00688,20241119,2024-11-19,Facebook,Fichajes,Imagen,0,,,,,,22397.0,34908.0,479.0,38,51,18.5,586.5,20,8,10,False
P00689,20241119,2024-11-19,TikTok,Cantera,Vídeo corto,0,,,,,,5074.0,5797.0,404.0,19,20,43.0,486.0,9,3,7,False
P00690,20241119,2024-11-19,TikTok,Resumen,Vídeo corto,0,,,,,,13503.0,20810.0,2046.0,139,178,56.0,2419.0,66,46,27,False
P00691,20241120,2024-11-20,Instagram,Resumen,Carrusel,0,,,,,,27836.0,33414.0,1757.0,101,179,143.0,2180.0,44,35,22,False
P00692,20241120,2024-11-20,Facebook,Cantera,Vídeo corto,0,,,,,,15103.0,17906.0,105.0,10,8,10.0,133.0,5,2,3,False
P00693,20241120,2024-11-20,Facebook,Entrenamiento,Imagen,0,,,,,,21448.0,26071.0,101.0,8,7,5.0,121.0,3,1,4,False
P00694,20241120,2024-11-20,TikTok,Patrocinador,Vídeo corto,0,,,,,,14230.0,20214.0,634.0,61,68,41.0,804.0,32,12,17,False
P00695,20241120,2024-11-20,TikTok,Entrenamiento,Vídeo corto,0,,,,,,10294.0,14437.0,759.0,56,49,70.0,934.0,22,12,22,False
P00696,20241120,2024-11-20,YouTube,Efeméride,Vídeo corto,0,,,,,,6062.0,9837.0,242.0,15,17,33.0,307.0,7,3,5,False
P00697,20241121,2024-11-21,Instagram,Entrenamiento,Carrusel,0,,,,,,21227.0,26362.0,896.0,75,52,98.0,1121.0,38,15,22,False
P00698,20241121,2024-11-21,Instagram,Fichajes,Carrusel,0,,,,,,18323.0,23072.0,1082.0,79,94,110.0,1365.0,36,17,26,False
P00699,20241121,2024-11-21,Facebook,Cantera,Imagen,0,,,,,,20904.0,33492.0,179.0,12,18,9.0,218.0,5,2,5,False
P00700,20241121,2024-11-21,YouTube,Cantera,Vídeo largo,0,,,,,,6197.0,9619.0,98.0,8,9,6.0,121.0,4,2,2,False
P00701,20241121,2024-11-21,YouTube,Fichajes,Vídeo corto,0,,,,,,4240.0,6709.0,424.0,37,35,8.0,504.0,19,7,11,True
P00702,20241122,2024-11-22,Instagram,Entrenamiento,Imagen,0,,,,,,41518.0,60303.0,1735.0,126,172,30.0,2063.0,68,26,32,False
P00703,20241122,2024-11-22,Instagram,Efeméride,Imagen,0,,,,,,37010.0,55326.0,1074.0,67,107,108.0,1356.0,40,11,16,False
P00704,20241122,2024-11-22,X,Patrocinador,Imagen,0,,,,,,39952.0,50270.0,180.0,15,12,17.0,224.0,8,3,4,False
P00705,20241122,2024-11-22,X,Efeméride,Carrusel,0,,,,,,15935.0,19537.0,212.0,14,16,15.0,257.0,6,3,5,False
P00706,20241122,2024-11-22,TikTok,Institucional,Vídeo corto,0,,,,,,8302.5,10883.0,383.0,27,24,44.0,478.0,9,8,10,False
P00707,20241122,2024-11-22,TikTok,Efeméride,Vídeo corto,0,,,,,,6423.0,10155.0,544.0,41,51,31.0,667.0,24,6,11,False
P00708,20241123,2024-11-23,Instagram,Resumen,Vídeo corto,1,13.0,J13,Victoria,CF Ponent,Local,15215.0,24263.0,2702.0,200,212,218.0,3332.0,148,22,30,True
P00709,20241123,2024-11-23,Instagram,Directo,Vídeo largo,1,13.0,J13,Victoria,CF Ponent,Local,85466.0,109633.0,3411.0,185,345,93.5,4034.5,122,28,35,False
P00710,20241123,2024-11-23,X,Entrenamiento,Imagen,1,13.0,J13,Victoria,CF Ponent,Local,21966.0,34504.0,374.0,23,39,17.0,453.0,16,3,4,False
P00711,20241123,2024-11-23,X,Cantera,Vídeo largo,1,13.0,J13,Victoria,CF Ponent,Local,25676.0,40562.0,317.0,16,33,36.0,402.0,10,2,4,False
P00712,20241123,2024-11-23,X,Previa,Texto,1,13.0,J13,Victoria,CF Ponent,Local,50913.0,57752.0,509.0,37,55,36.0,637.0,30,2,5,False
P00713,20241123,2024-11-23,X,Resumen,Vídeo corto,1,13.0,J13,Victoria,CF Ponent,Local,23369.0,26908.0,663.0,54,47,27.0,791.0,39,5,10,False
P00714,20241123,2024-11-23,Facebook,Resumen,Vídeo largo,1,13.0,J13,Victoria,CF Ponent,Local,19748.0,25364.0,406.0,36,38,31.0,511.0,22,7,7,False
P00715,20241123,2024-11-23,Facebook,Directo,Vídeo largo,1,13.0,J13,Victoria,CF Ponent,Local,90132.0,147451.0,1745.0,166,147,126.0,2184.0,128,22,16,False
P00716,20241123,2024-11-23,Facebook,Previa,Vídeo largo,1,13.0,J13,Victoria,CF Ponent,Local,14720.0,17513.0,123.0,8,7,16.0,154.0,4,1,3,False
P00717,20241123,2024-11-23,YouTube,Cantera,Vídeo largo,1,13.0,J13,Victoria,CF Ponent,Local,5628.0,6553.0,164.0,14,12,5.0,195.0,9,2,3,False
P00718,20241124,2024-11-24,Instagram,Resumen,Vídeo corto,0,,,,,,14719.0,18954.0,1172.0,72,118,116.0,1478.0,36,16,20,False
P00719,20241124,2024-11-24,Instagram,Entrenamiento,Imagen,0,,,,,,18231.0,21545.0,338.0,31,22,19.0,410.0,17,6,8,False
P00720,20241124,2024-11-24,X,Previa,Carrusel,0,,,,,,28666.0,43418.0,478.0,45,29,15.0,567.0,30,9,6,False
P00721,20241124,2024-11-24,Facebook,Cantera,Imagen,0,,,,,,44148.0,60165.0,380.0,34,38,34.0,486.0,20,8,6,False
P00722,20241124,2024-11-24,Facebook,Patrocinador,Vídeo corto,0,,,,,,21064.0,32292.0,156.0,9,14,5.0,184.0,4,2,3,False
P00723,20241124,2024-11-24,Facebook,Institucional,Imagen,0,,,,,,7645.0,12592.0,44.0,3,2,6.0,55.0,1,0,2,False
P00724,20241124,2024-11-24,Facebook,Patrocinador,Texto,0,,,,,,8767.0,11588.0,20.0,1,1,2.0,24.0,0,0,1,False
P00725,20241125,2024-11-25,Instagram,Fichajes,Imagen,0,,,,,,21388.0,35176.0,1408.0,89,126,141.0,1764.0,43,18,28,False
P00726,20241125,2024-11-25,X,Entrenamiento,Texto,0,,,,,,12596.0,17254.0,129.0,8,7,11.0,155.0,5,1,2,False
P00727,20241125,2024-11-25,Facebook,Patrocinador,Vídeo corto,0,,,,,,5389.0,6750.0,47.0,3,3,7.0,60.0,1,0,2,False
P00728,20241125,2024-11-25,Facebook,Institucional,Imagen,0,,,,,,22609.0,36761.0,162.0,8,14,15.0,199.0,3,2,3,False
P00729,20241125,2024-11-25,Facebook,Entrenamiento,Imagen,0,,,,,,21987.0,27012.0,194.0,12,10,18.0,234.0,6,3,3,False
P00730,20241125,2024-11-25,Facebook,Efeméride,Vídeo corto,0,,,,,,12938.0,15721.0,182.0,13,18,1.0,214.0,6,3,4,False
P00731,20241125,2024-11-25,YouTube,Efeméride,Vídeo largo,0,,,,,,6911.0,8987.0,95.0,7,5,7.0,114.0,3,1,3,False
P00732,20241125,2024-11-25,YouTube,Efeméride,Vídeo corto,0,,,,,,4473.0,7101.0,100.0,6,9,9.0,124.0,3,1,2,False
P00733,20241125,2024-11-25,YouTube,Patrocinador,Vídeo largo,0,,,,,,3868.0,5296.0,46.0,2,4,3.0,55.0,1,0,1,False
P00734,20241126,2024-11-26,Instagram,Institucional,Carrusel,0,,,,,,17014.0,27466.0,659.0,59,56,56.0,830.0,27,15,17,False
P00735,20241126,2024-11-26,Instagram,Cantera,Vídeo largo,0,,,,,,14353.0,19692.0,283.0,25,20,7.0,335.0,12,4,9,False
P00736,20241126,2024-11-26,Instagram,Cantera,Imagen,0,,,,,,35349.0,52226.0,1283.0,124,112,93.0,1612.0,73,23,28,False
P00737,20241126,2024-11-26,X,Institucional,Imagen,0,,,,,,34418.0,52665.0,487.0,40,32,37.0,596.0,21,10,9,False
P00738,20241126,2024-11-26,X,Entrenamiento,Texto,0,,,,,,29979.0,47500.0,308.0,25,23,39.0,395.0,10,7,8,False
P00739,20241126,2024-11-26,X,Resumen,Imagen,0,,,,,,18692.0,28747.0,311.0,20,28,7.0,366.0,10,5,5,False
P00740,20241126,2024-11-26,Facebook,Patrocinador,Vídeo corto,0,,,,,,16722.0,20520.0,116.0,10,6,11.0,143.0,5,2,3,False
P00741,20241126,2024-11-26,Facebook,Entrenamiento,Vídeo corto,0,,,,,,22789.0,25613.0,300.0,25,15,36.0,376.0,12,5,8,False
P00742,20241126,2024-11-26,Facebook,Previa,Vídeo corto,0,,,,,,30012.0,22474.0,391.0,31,40,20.0,482.0,16,8,7,False
P00743,20241126,2024-11-26,Facebook,Institucional,Vídeo corto,0,,,,,,18723.0,30120.0,86.0,8,8,7.0,109.0,4,2,2,False
P00744,20241126,2024-11-26,YouTube,Entrenamiento,Vídeo largo,0,,,,,,2895.0,3413.0,54.0,3,5,2.0,64.0,1,0,2,False
P00745,20241127,2024-11-27,Instagram,Entrenamiento,Imagen,0,,,,,,36888.0,55819.0,1746.0,148,114,136.0,2144.0,78,36,34,False
P00746,20241127,2024-11-27,X,Afición,Vídeo corto,0,,,,,,35233.0,54912.0,754.0,72,68,32.0,926.0,38,14,20,False
P00747,20241127,2024-11-27,X,Fichajes,Texto,0,,,,,,24039.0,38877.0,469.0,40,42,0.0,551.0,23,8,9,False
P00748,20241127,2024-11-27,Facebook,Efeméride,Imagen,0,,,,,,10246.0,14450.0,71.0,4,5,3.0,83.0,2,0,2,False
P00749,20241128,2024-11-28,Instagram,Entrenamiento,Imagen,0,,,,,,47994.0,73920.0,1939.0,178,97,184.0,2398.0,96,32,50,False
P00750,20241128,2024-11-28,X,Fichajes,Imagen,0,,,,,,16196.0,19469.0,363.0,18,33,21.0,435.0,9,5,4,False
P00751,20241128,2024-11-28,X,Previa,Texto,0,,,,,,15715.0,20652.0,139.0,13,9,14.0,175.0,7,3,3,False
P00752,20241128,2024-11-28,X,Entrenamiento,Imagen,0,,,,,,14451.0,17878.0,229.0,11,12,25.0,277.0,6,2,3,False
P00753,20241128,2024-11-28,X,Afición,Texto,0,,,,,,12698.0,20637.0,259.0,15,18,23.0,315.0,9,3,3,False
P00754,20241128,2024-11-28,Facebook,Cantera,Vídeo largo,0,,,,,,14850.0,19901.0,85.0,6,8,7.0,106.0,3,1,2,False
P00755,20241128,2024-11-28,Facebook,Patrocinador,Carrusel,0,,,,,,21533.0,26490.0,110.0,9,11,5.0,135.0,5,1,3,False
P00756,20241128,2024-11-28,Facebook,Cantera,Imagen,0,,,,,,42468.0,57784.0,279.0,18,22,21.0,340.0,8,5,5,False
P00757,20241128,2024-11-28,YouTube,Institucional,Vídeo largo,0,,,,,,13269.0,17954.0,215.0,12,12,17.0,256.0,7,1,4,False
P00758,20241129,2024-11-29,Instagram,Previa,Texto,0,,,,,,34588.0,50753.0,1053.0,77,76,135.0,1341.0,39,19,19,False
P00759,20241129,2024-11-29,Instagram,Cantera,Imagen,0,,,,,,9440.0,11380.0,179.0,13,18,18.0,228.0,7,3,3,False
P00760,20241129,2024-11-29,Instagram,Entrenamiento,Imagen,0,,,,,,22995.0,34682.0,584.0,37,61,61.0,743.0,18,8,11,False
P00761,20241129,2024-11-29,X,Previa,Imagen,0,,,,,,33119.0,43358.0,330.0,23,19,35.0,407.0,13,3,7,False
P00762,20241129,2024-11-29,X,Cantera,Texto,0,,,,,,10749.0,15159.0,76.0,6,8,3.0,93.0,3,1,2,False
P00763,20241129,2024-11-29,Facebook,Institucional,Vídeo corto,0,,,,,,20107.0,33099.0,275.0,19,21,6.0,321.0,10,3,6,False
P00764,20241129,2024-11-29,Facebook,Directo,Imagen,0,,,,,,15524.0,25404.0,175.0,15,10,9.0,209.0,7,3,5,False
P00765,20241129,2024-11-29,Facebook,Entrenamiento,Carrusel,0,,,,,,10159.0,16362.0,108.0,6,7,12.0,133.0,3,1,2,False
P00766,20241130,2024-11-30,Instagram,Resumen,Carrusel,1,14.0,J14,Victoria,CD Miravalle,Local,50178.0,69830.0,4947.0,240,454,168.0,5809.0,155,31,54,False
P00767,20241130,2024-11-30,Instagram,Institucional,Vídeo corto,1,14.0,J14,Victoria,CD Miravalle,Local,43952.0,55271.0,1823.0,91,150,134.0,2198.0,56,13,22,False
P00768,20241130,2024-11-30,Instagram,Entrenamiento,Vídeo corto,1,14.0,J14,Victoria,CD Miravalle,Local,35350.0,40949.0,1858.0,143,204,71.0,2276.0,98,23,22,False
P00769,20241130,2024-11-30,X,Resumen,Imagen,1,14.0,J14,Victoria,CD Miravalle,Local,11727.0,18332.0,256.0,21,13,13.0,303.0,16,1,4,False
P00770,20241130,2024-11-30,X,Resumen,Carrusel,1,14.0,J14,Victoria,CD Miravalle,Local,21497.0,34860.0,613.0,36,39,45.0,733.0,23,5,8,False
P00771,20241130,2024-11-30,X,Afición,Imagen,1,14.0,J14,Victoria,CD Miravalle,Local,24820.0,30680.0,648.0,44,50,62.0,804.0,29,6,9,False
P00772,20241130,2024-11-30,X,Previa,Imagen,1,14.0,J14,Victoria,CD Miravalle,Local,8666.0,9889.0,100.0,5,10,1.0,116.0,3,0,2,False
P00773,20241130,2024-11-30,Facebook,Directo,Imagen,1,14.0,J14,Victoria,CD Miravalle,Local,15220.0,20411.0,325.0,28,20,8.0,381.0,16,4,8,False
P00774,20241130,2024-11-30,Facebook,Directo,Vídeo corto,1,14.0,J14,Victoria,CD Miravalle,Local,26941.0,30552.0,647.0,32,38,44.0,761.0,21,5,6,False
P00775,20241130,2024-11-30,TikTok,Resumen,Vídeo corto,1,14.0,J14,Victoria,CD Miravalle,Local,35464.0,43830.0,8579.0,432,685,441.0,10137.0,263,105,64,False
P00776,20241130,2024-11-30,TikTok,Resumen,Vídeo corto,1,14.0,J14,Victoria,CD Miravalle,Local,6958.0,10424.0,1087.0,90,104,38.0,1319.0,58,13,19,False
P00777,20241130,2024-11-30,TikTok,Afición,Vídeo corto,1,14.0,J14,Victoria,CD Miravalle,Local,6787.0,10678.0,1578.0,89,91,153.0,1911.0,62,13,14,False
P00778,20241130,2024-11-30,TikTok,Resumen,Vídeo corto,1,14.0,J14,Victoria,CD Miravalle,Local,6457.0,10641.0,1748.0,101,186,162.0,2197.0,67,13,21,False
P00779,20241130,2024-11-30,YouTube,Cantera,Vídeo largo,1,14.0,J14,Victoria,CD Miravalle,Local,3645.0,6495.5,68.0,4,3,10.0,85.0,2,0,2,False
P00780,20241130,2024-11-30,YouTube,Directo,Vídeo largo,1,14.0,J14,Victoria,CD Miravalle,Local,5346.0,7295.0,178.0,9,14,26.0,227.0,5,2,2,False
P00781,20241201,2024-12-01,Instagram,Cantera,Imagen,0,,,,,,31119.0,35627.0,1035.0,82,92,0.0,1209.0,44,15,23,False
P00782,20241201,2024-12-01,Facebook,Afición,Imagen,0,,,,,,30506.0,50163.0,481.0,23,23,52.0,579.0,14,4,5,False
P00783,20241202,2024-12-02,Instagram,Entrenamiento,Carrusel,0,,,,,,39543.0,62347.0,1258.0,92,92,109.0,1551.0,51,22,19,False
P00784,20241202,2024-12-02,X,Entrenamiento,Vídeo corto,0,,,,,,12828.0,16006.0,230.0,18,12,17.0,277.0,9,4,5,False
P00785,20241202,2024-12-02,Facebook,Efeméride,Carrusel,0,,,,,,13008.0,20332.0,113.0,6,6,18.0,143.0,2,1,3,False
P00786,20241202,2024-12-02,TikTok,Afición,Vídeo corto,0,,,,,,9063.0,11737.0,870.0,63,51,41.0,1025.0,32,19,12,False
P00787,20241203,2024-12-03,Instagram,Institucional,Imagen,0,,,,,,40484.0,49748.0,1391.0,99,102,38.0,1630.0,48,26,25,False
P00788,20241203,2024-12-03,Instagram,Afición,Imagen,0,,,,,,25224.0,31578.0,1091.0,103,93,112.0,1399.0,50,18,35,False
P00789,20241203,2024-12-03,X,Previa,Imagen,0,,,,,,19628.0,30566.0,335.0,20,31,42.0,428.0,10,3,7,False
P00790,20241203,2024-12-03,Facebook,Resumen,Carrusel,0,,,,,,20266.0,24954.0,362.0,21,29,24.0,436.0,11,3,7,False
P00791,20241203,2024-12-03,TikTok,Directo,Vídeo corto,0,,,,,,8820.0,12748.0,782.0,78,51,90.0,1001.0,43,21,14,False
P00792,20241203,2024-12-03,YouTube,Previa,Vídeo largo,0,,,,,,9081.0,13318.0,114.0,9,6,8.0,137.0,4,2,3,False
P00793,20241203,2024-12-03,YouTube,Cantera,Vídeo corto,0,,,,,,3466.0,4517.0,125.0,11,10,2.0,148.0,6,2,3,False
P00794,20241204,2024-12-04,Instagram,Cantera,Texto,0,,,,,,19445.0,24903.0,374.0,36,20,32.0,462.0,18,10,8,False
P00795,20241204,2024-12-04,Instagram,Resumen,Vídeo corto,0,,,,,,9328.0,15274.0,1465.0,92,74,183.0,1814.0,60,17,15,True
P00796,20241204,2024-12-04,X,Entrenamiento,Vídeo corto,0,,,,,,28178.0,45949.0,377.0,27,42,37.0,483.0,13,8,6,False
P00797,20241204,2024-12-04,X,Patrocinador,Vídeo corto,0,,,,,,10544.0,14750.0,139.0,7,7,22.0,175.0,3,1,3,False
P00798,20241204,2024-12-04,Facebook,Efeméride,Imagen,0,,,,,,13574.0,19848.0,82.0,7,5,10.0,104.0,3,1,3,False
P00799,20241204,2024-12-04,Facebook,Institucional,Imagen,0,,,,,,11619.0,14915.0,58.0,2,6,2.0,68.0,0,0,2,False
P00800,20241204,2024-12-04,TikTok,Entrenamiento,Vídeo corto,0,,,,,,7167.0,8837.0,533.0,40,27,34.0,634.0,19,8,13,False
P00801,20241204,2024-12-04,YouTube,Institucional,Vídeo largo,0,,,,,,6192.0,7924.0,65.0,6,6,3.0,80.0,3,1,2,False
P00802,20241205,2024-12-05,Instagram,Resumen,Carrusel,0,,,,,,41290.0,49009.0,2858.0,157,175,322.0,3512.0,88,32,37,False
P00803,20241205,2024-12-05,Instagram,Entrenamiento,Vídeo corto,0,,,,,,31307.0,40418.0,1549.0,138,167,104.0,1958.0,83,22,33,False
P00804,20241205,2024-12-05,Instagram,Institucional,Carrusel,0,,,,,,598944.0,700488.0,17664.0,1032,1800,88.0,20584.0,19,10,1003,False
P00805,20241205,2024-12-05,Instagram,Cantera,Texto,0,,,,,,61657.0,82560.0,1050.0,54,114,91.0,1309.0,29,10,15,False
P00806,20241205,2024-12-05,Facebook,Entrenamiento,Imagen,0,,,,,,20758.0,33663.0,166.0,12,9,17.0,204.0,6,2,4,False
P00807,20241206,2024-12-06,Instagram,Entrenamiento,Carrusel,0,,,,,,18218.0,23022.0,744.0,45,66,66.0,921.0,21,11,13,False
P00808,20241206,2024-12-06,Facebook,Institucional,Texto,0,,,,,,14448.0,22027.0,44.0,2,3,3.0,52.0,1,0,1,False
P00809,20241206,2024-12-06,TikTok,Entrenamiento,Vídeo corto,0,,,,,,15863.0,26127.0,1331.0,85,140,33.0,1589.0,35,24,26,False
P00810,20241207,2024-12-07,Instagram,Resumen,Vídeo corto,1,15.0,J15,Derrota,UD Salobral,Local,35854.0,45131.0,1701.0,85,179,131.0,2096.0,29,32,24,False
P00811,20241207,2024-12-07,Instagram,Afición,Vídeo corto,1,15.0,J15,Derrota,UD Salobral,Local,25052.0,36465.0,1087.0,82,62,116.0,1347.0,29,31,22,False
P00812,20241207,2024-12-07,Instagram,Previa,Imagen,1,15.0,J15,Derrota,UD Salobral,Local,18768.0,30512.0,643.0,45,66,71.0,825.0,14,11,20,False
P00813,20241207,2024-12-07,X,Resumen,Vídeo corto,1,15.0,J15,Derrota,UD Salobral,Local,22746.0,27284.0,308.0,23,29,3.0,363.0,7,6,10,False
P00814,20241207,2024-12-07,X,Previa,Vídeo largo,1,15.0,J15,Derrota,UD Salobral,Local,53356.0,70048.0,707.0,59,70,0.0,836.0,21,22,16,False
P00815,20241207,2024-12-07,X,Afición,Imagen,1,15.0,J15,Derrota,UD Salobral,Local,48593.0,69876.0,710.0,62,45,58.0,875.0,23,18,21,False
